#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-09-25T16:21:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5baa5fdab92b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=39	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:I/324&cat:I/337&cat:I/345&tab:{I/345/gaia2}&tab:{I/345/rvstdcat}&tab:{I/345/rvstdmes}&tab:{I/345/allwise}&tab:{I/345/iers}&tab:{I/345/cepheid}&tab:{I/345/rrlyrae}&tab:{I/345/lpv}&tab:{I/345/varres}&tab:{I/345/shortts}&tab:{I/345/tsstat}&tab:{I/345/numtrans}&tab:{I/345/transits}&tab:{I/345/rm}&tab:{I/345/rmseg}&tab:{I/345/rmout}&tab:{I/345/ssoobj}&tab:{I/345/ssoorb}&tab:{I/345/ssores}&tab:{I/345/ssoobs}&cat:I/347&cat:VI/137&cat:VI/145&cat:J/A+A/523/A48&cat:V/149&key:source=gaia+dr2&HTTPPRM:&&-ref=VIZ5baa5fdab92b&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c=cg 30
#-c.eq=J2000
#-c.r=  2
#-c.u=deg
#-c.geom=r
#-source=I/345/gaia2,I/345/rvstdcat,I/345/rvstdmes,I/345/allwise,I/345/iers,I/345/cepheid,I/345/rrlyrae,I/345/lpv,I/345/varres,I/345/shortts,I/345/tsstat,I/345/numtrans,I/345/transits,I/345/rm,I/345/rmseg,I/345/rmout,I/345/ssoobj,I/345/ssoorb,I/345/ssores,I/345/ssoobs
#-out.orig=standard
#-order=I
#-sort=RA_ICRS
#-out=Plx
#Plx=>2.10 and < 4.04
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Gmag
#-out=e_Gmag
#-out=BPmag
#-out=e_BPmag
#-out=RPmag
#-out=e_RPmag
#-out=RV
#-out=e_RV
#VC=VC
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#Simbad=Simbad
#LC=LC
#astorb=astorb
#
#INFO	CatalogsExamined=20	
#  20 catalogues with potential matches were examined.
#
#INFO	-c=122.386750-36.083450,rd=2.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_r	(F8.6)	Distance from center (122.38675000000-36.08345000000)[ICRS], at Epoch=J2015.5	[ucd=pos.angDistance]
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	e_BPmag	(F6.4)	? Standard error of BP mean magnitude (Vega) (added by CDS) (phot_bp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	e_RPmag	(F6.4)	? Standard error of RP mean magnitude (Vega) (added by CDS) (phot_rp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
_r	_RAJ2000	_DEJ2000	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Gmag	e_Gmag	BPmag	e_BPmag	RPmag	e_RPmag	RV	e_RV
1.218317	122.5309970997088	-37.2962883243052	    2.4564	 1.8175	   -1.397	 3.269	    5.570	 3.748	20.9608	0.0119	21.3694	0.2409	20.0232	0.1896	       	
1.660671	122.5311124139525	-37.7401208793980	    2.1877	 0.9624	   -6.693	 1.370	    3.158	 1.920	20.6464	0.0101	21.2817	0.1518	19.2991	0.0774	       	
1.145834	122.5310870369722	-34.9436728160479	    2.4239	 0.3476	    7.293	 0.579	    3.405	 0.631	18.5255	0.0044	19.0538	0.0196	17.6150	0.0089	       	
1.492288	122.5311684588731	-34.5958893632495	    3.3419	 0.4470	   -3.128	 0.653	   16.685	 1.002	19.9255	0.0046	21.3242	0.1686	18.5129	0.0389	       	
0.797229	122.5314047714977	-35.2948688455767	    2.1027	 0.5968	    1.426	 0.768	  -13.215	 1.514	20.0813	0.0056	20.9844	0.1966	18.8421	0.0365	       	
1.688844	122.5316303649842	-34.3987557926486	    3.4077	 1.3020	   -3.594	 2.217	    0.291	 2.337	20.8545	0.0134	21.8487	0.2168	19.5597	0.0561	       	
0.227252	122.5316527704656	-36.2783241536353	    2.3034	 1.2199	   -1.610	 1.578	    6.124	 2.233	20.6580	0.0095	20.9970	0.0867	19.3384	0.0701	       	
1.522839	122.5317080787190	-37.6019266467130	    3.7207	 1.1628	   -5.382	 2.081	   14.071	 3.922	20.7845	0.0114	20.5683	0.1940	19.4044	0.1539	       	
0.721543	122.5318763141005	-36.7955030107008	    2.3873	 1.3973	   -0.822	 1.790	    4.111	 4.733	20.7928	0.0147	20.8600	0.2693	19.8421	0.2014	       	
1.083152	122.5318990320188	-35.0067288296390	    2.5269	 1.5618	   -2.472	 2.762	   -5.952	 3.935	20.9863	0.0152	22.0143	0.3239	20.1282	0.0522	       	
0.750997	122.5319926013033	-36.8253490492126	    3.3610	 0.2977	   -4.863	 0.486	    9.446	 0.483	18.3065	0.0046	18.7558	0.0214	17.3365	0.0162	       	
0.302575	122.5321084519161	-36.3623426104559	    3.0316	 0.6830	    3.429	 0.907	   -6.718	 1.384	20.2509	0.0061	20.4195	0.5106	18.5855	0.0944	       	
0.574235	122.5323760341621	-36.6455805673691	    3.0479	 0.5982	   -4.738	 1.073	   -1.750	 1.070	17.8813	0.0038	18.4056	0.0204	17.0133	0.0091	       	
0.354228	122.5324403596021	-36.4176452787813	    2.8733	 1.4299	   -1.975	 1.673	    3.824	 3.000	20.8383	0.0125	       	      	       	      	       	
1.153509	122.5326337788724	-34.9361067300155	    3.0200	 0.5008	   -3.004	 0.774	    8.931	 0.960	19.1451	0.0045	20.1433	0.0495	17.9309	0.0158	       	
1.301812	122.5327831922033	-37.3800082816879	    2.8119	 1.2656	   -0.443	 1.824	    4.070	 3.810	20.8758	0.0131	20.5975	0.2513	19.5423	0.0918	       	
1.747110	122.5330397329174	-34.3404530008097	    3.2204	 0.9492	   -7.635	 1.736	    5.381	 1.691	19.8592	0.0073	       	      	       	      	       	
0.317327	122.5333626826187	-36.3779734363395	    3.3977	 0.4944	   -3.212	 0.805	   12.019	 0.996	17.6316	0.0042	17.9223	0.0172	16.4734	0.0052	       	
0.240252	122.5334741497661	-36.2925113180263	    2.1707	 0.3703	   -6.629	 0.595	    1.073	 0.623	18.5836	0.0031	19.2106	0.0194	17.6145	0.0135	       	
0.591769	122.5337625149686	-35.5038909247558	    2.2700	 0.4172	  -10.439	 0.689	   18.716	 0.927	19.8249	0.0045	20.6794	0.0996	18.4410	0.0506	       	
0.295899	122.5339857475859	-36.3545453624553	    3.0393	 0.5822	  -10.752	 0.811	   14.950	 0.986	19.4432	0.0044	20.3037	0.1251	18.1292	0.0282	       	
0.820419	122.5339755268900	-35.2717647112651	    2.3306	 0.5315	    1.137	 0.766	   -6.978	 1.325	19.9622	0.0054	20.5262	0.1052	18.7793	0.0177	       	
1.691876	122.5342086714647	-37.7712470131019	    2.2527	 0.5029	   -0.809	 0.727	    7.216	 0.825	20.0548	0.0050	20.8202	0.1674	18.7380	0.0515	       	
1.141883	122.5343439451792	-34.9479009362225	    2.1573	 2.0236	   -8.082	 2.751	    0.254	 4.526	20.9641	0.0201	       	      	       	      	       	
0.605466	122.5343528949450	-36.6771543309787	    2.5024	 0.8722	   -2.429	 1.391	    2.927	 1.754	20.6688	0.0107	19.5588	0.4488	19.7001	0.6011	       	
0.427754	122.5343402039192	-35.6727357665463	    2.2857	 0.6673	    1.378	 1.087	   -4.318	 1.263	19.9402	0.0075	19.5106	0.3612	18.5448	0.0819	       	
1.904617	122.5345211752094	-34.1826946803251	    2.9531	 1.3583	   -0.220	 1.833	    5.687	 2.708	20.7961	0.0124	21.1971	0.3699	19.7126	0.0746	       	
0.408701	122.5345999985408	-35.6926900955119	    2.1205	 1.4436	   -2.192	 1.829	   -0.629	 3.214	20.8315	0.0136	21.3799	0.1981	19.6282	0.1163	       	
0.221481	122.5348179893565	-36.2699562886728	    2.1129	 1.8432	   -2.655	 2.689	    8.128	 4.469	20.9649	0.0172	20.5017	0.3488	19.7390	0.2373	       	
1.160241	122.5350656115841	-34.9295729688034	    2.9006	 0.5016	   -5.978	 0.859	   15.838	 0.985	18.7180	0.0043	18.8040	0.0247	17.3387	0.0148	       	
0.715570	122.5350969401789	-36.7890191795550	    4.0001	 0.3525	   -0.425	 0.590	    4.913	 0.603	17.6357	0.0028	18.7544	0.0400	16.3835	0.0053	       	
0.120349	122.5352719667420	-36.0745664114102	    2.1290	 0.6706	   -3.717	 1.011	    2.287	 1.387	20.2870	0.0071	21.0852	0.1562	18.9845	0.0416	       	
0.244894	122.5352658111484	-36.2970155679528	    2.4596	 1.6824	   -1.448	 2.023	    1.331	 4.762	20.9345	0.0150	21.0587	0.2665	19.6764	0.0982	       	
1.224231	122.5355012550915	-37.3018496110344	    3.9645	 1.9419	   -2.391	 2.966	   -1.881	 4.368	20.8835	0.0126	20.9837	0.1459	20.0526	0.1403	       	
1.124987	122.5359580021011	-34.9651372953626	    2.4132	 0.0656	  -24.057	 0.103	   26.238	 0.117	17.0382	0.0008	18.0969	0.0079	16.0320	0.0034	       	
1.612408	122.5363738401732	-37.6913942846407	    2.3649	 0.7550	   -4.103	 1.187	   -4.440	 1.472	19.6294	0.0058	       	      	       	      	       	
1.171887	122.5364614312336	-37.2492335558943	    2.3367	 0.6963	   -8.988	 0.962	   14.223	 1.653	20.0357	0.0072	20.8430	0.1695	18.7802	0.0369	       	
1.590685	122.5364381861014	-37.6696433115841	    3.0049	 2.1392	    6.844	 3.688	    5.438	 4.433	20.9834	0.0157	20.7878	0.2433	19.6214	0.2265	       	
0.930912	122.5367103766251	-37.0066443708180	    4.0369	 0.5322	    0.378	 0.857	   25.848	 1.091	18.4465	0.0063	18.6036	0.0294	17.3442	0.0115	       	
0.890437	122.5368350641084	-35.2014152839788	    2.1127	 0.9778	   -2.050	 1.380	    2.452	 2.043	20.5366	0.0096	21.3809	0.1137	19.5102	0.1001	       	
1.058447	122.5369998883274	-37.1350363699657	    2.9921	 1.4974	   -5.233	 2.306	    7.113	 3.255	20.8746	0.0118	20.8845	0.2918	19.6948	0.0800	       	
1.612626	122.5369803130658	-37.6915819299341	    2.6156	 0.0266	    0.663	 0.045	   -2.677	 0.048	15.2520	0.0005	16.0031	0.0037	14.4021	0.0014	       	
1.872576	122.5370073517768	-37.9521769018278	    2.1964	 0.0223	   -1.528	 0.038	   -0.676	 0.036	14.8643	0.0003	15.4158	0.0019	14.1801	0.0007	       	
0.896185	122.5370189893960	-35.1956848641139	    2.5361	 1.2470	   -3.459	 1.675	   14.552	 2.983	20.2185	0.0201	       	      	       	      	       	
1.769444	122.5370890882450	-34.3182767484892	    2.6763	 3.0586	   -0.632	 2.912	    0.535	 3.607	20.9421	0.0146	21.2403	0.3535	19.7965	0.1143	       	
0.136363	122.5371683449802	-36.1453386574012	    2.9582	 1.0287	   -0.496	 1.412	    0.829	 1.967	20.6861	0.0116	21.1388	0.1694	19.5494	0.0888	       	
0.122937	122.5375071209376	-36.0670885964048	    3.1799	 1.0009	   -2.336	 1.461	    8.126	 2.133	20.5494	0.0096	21.6070	0.2297	18.9681	0.0500	       	
0.327810	122.5376015469997	-36.3879087719901	    2.8731	 0.5509	   -3.531	 0.656	   14.013	 0.961	18.8319	0.0043	19.3612	0.0515	17.4412	0.0172	       	
1.780303	122.5378440095326	-37.8596599342755	    2.5550	 0.8830	   -1.915	 1.307	    0.673	 1.368	20.4650	0.0083	       	      	       	      	       	
0.990995	122.5383629267883	-35.1001649518130	    2.2253	 1.0126	   -5.915	 1.398	    3.432	 2.680	20.7057	0.0097	21.2608	0.2042	19.6066	0.0697	       	
1.967762	122.5383719417699	-34.1196100535246	    3.5188	 1.2742	   -1.150	 1.566	    2.182	 2.909	20.7644	0.0134	20.5018	0.2993	19.6351	0.1049	       	
0.561898	122.5384507605780	-35.5351749712171	    2.6102	 0.4660	   -4.631	 0.781	   -1.329	 0.959	19.3038	0.0053	19.8392	0.0435	17.6098	0.0330	       	
0.386576	122.5385019628942	-36.4501626133086	    2.7063	 1.0561	   -4.488	 1.472	    0.896	 1.653	20.6692	0.0110	       	      	       	      	       	
1.242239	122.5388043389264	-37.3196959661624	    2.4351	 0.8482	    0.151	 1.241	    0.723	 1.603	20.6133	0.0083	       	      	       	      	       	
1.845038	122.5389872158267	-34.2426410726034	    2.1172	 1.6489	   -3.878	 1.781	    6.566	 2.855	20.7901	0.0124	       	      	       	      	       	
1.074510	122.5391851341440	-37.1509729831513	    3.4867	 0.7757	    9.382	 1.338	    1.335	 1.414	18.7837	0.0096	19.2525	0.0425	17.6629	0.0224	       	
0.746614	122.5394031687680	-35.3471736157807	    2.4542	 0.7554	   -4.071	 1.015	   -4.362	 2.131	20.4017	0.0078	21.2475	0.1734	19.0654	0.0506	       	
1.356272	122.5396599292805	-34.7329217628536	    2.1139	 1.5840	   -2.236	 2.066	    1.661	 3.990	20.8183	0.0161	20.9615	0.2712	19.6280	0.1589	       	
0.599657	122.5396554398454	-35.4967381621453	    2.4487	 0.0267	   12.479	 0.042	   -7.754	 0.053	11.8632	0.0002	12.1989	0.0009	11.3733	0.0007	       	
0.403984	122.5397931434874	-35.6989779500296	    2.4880	 1.1604	   -2.513	 1.330	    4.485	 3.200	20.6186	0.0141	       	      	       	      	       	
1.392140	122.5402975564833	-37.4702752667697	    2.7023	 0.0582	  -33.410	 0.091	   26.648	 0.119	16.4657	0.0007	17.5269	0.0082	15.4348	0.0027	       	
0.147021	122.5405212910902	-36.0049860229170	    2.7377	 1.0091	   -3.370	 1.488	    4.899	 2.281	20.7210	0.0114	21.2112	0.1222	19.4374	0.0520	       	
0.826614	122.5405470978627	-35.2663812374902	    2.2520	 1.3302	   -1.872	 1.873	   11.719	 3.425	20.6007	0.0115	21.0438	0.1161	19.3404	0.0659	       	
1.553837	122.5406583570297	-37.6324434404395	    2.1190	 1.1782	   -4.687	 2.489	    9.672	 2.936	20.8097	0.0125	20.0001	0.6160	19.7716	0.1104	       	
1.863946	122.5406969118650	-34.2237429937113	    2.3615	 1.6532	   -2.836	 1.525	   -3.172	 2.100	20.7234	0.0111	21.1649	0.2395	19.9947	0.1014	       	
1.115315	122.5412000144054	-34.9752188637004	    3.5770	 1.6097	   -3.061	 1.910	   -4.512	 3.819	20.8703	0.0150	21.2301	0.2567	20.1795	0.0853	       	
0.125057	122.5414553865688	-36.0805170817144	    2.1926	 0.7325	   -1.442	 1.147	    2.685	 1.512	20.3633	0.0079	21.0883	0.1303	19.1523	0.0538	       	
0.391639	122.5415894938256	-35.7124487728781	    3.9121	 1.8460	   -4.340	 2.941	    3.633	 3.513	20.9422	0.0166	21.8045	0.2945	19.4208	0.1116	       	
0.924145	122.5417433939283	-36.9992188271536	    2.6614	 0.6235	   -5.405	 1.051	   11.249	 1.259	20.4682	0.0083	20.9907	0.2717	19.1131	0.0757	       	
1.672068	122.5416986215676	-37.7509249284081	    3.2468	 1.2719	    2.909	 1.339	    0.489	 1.403	20.7400	0.0103	21.6359	0.2646	19.5171	0.0828	       	
0.825561	122.5419392948209	-36.8995258380630	    2.3404	 0.3619	   -1.927	 0.594	   -1.128	 0.667	19.4697	0.0042	20.4039	0.1063	18.1706	0.0212	       	
0.146777	122.5419682202287	-36.0073123308528	    2.3412	 0.7435	   -5.686	 1.146	    2.876	 1.696	20.5072	0.0088	21.0850	0.2254	19.3660	0.0807	       	
0.642936	122.5420052924575	-35.4529778184661	    2.7166	 0.5561	   -0.045	 0.941	    0.455	 1.131	17.0878	0.0054	17.3346	0.0110	16.0668	0.0096	       	
0.604886	122.5426211348358	-35.4919081562873	    2.4075	 0.0352	   12.195	 0.057	   -6.813	 0.072	15.7309	0.0005	16.5038	0.0044	14.8680	0.0018	       	
1.603901	122.5427172650517	-34.4846310228145	    2.6000	 0.5666	   -5.723	 0.834	    5.525	 1.132	20.2876	0.0070	20.9245	0.1542	19.0660	0.0458	       	
0.130283	122.5428124207812	-36.0508410282219	    2.2503	 0.9840	   -6.055	 1.399	   11.052	 1.923	20.5581	0.0092	21.0310	0.2093	19.2421	0.0505	       	
0.883001	122.5428494270192	-35.2096196748487	    2.5468	 0.6037	   -2.742	 0.827	    3.122	 1.150	20.0413	0.0061	20.5963	0.1154	18.9920	0.0452	       	
0.943243	122.5429298640402	-35.1487994055508	    2.5491	 1.3221	   -2.601	 1.559	    2.496	 4.185	20.6641	0.0117	21.1075	0.1872	19.4150	0.0698	       	
0.372459	122.5429618544733	-36.4339734890875	    2.6627	 1.7875	   -2.606	 2.044	    1.521	 2.884	20.8538	0.0128	21.0347	0.2200	19.6563	0.0732	       	
0.347641	122.5431471152394	-36.4074186713756	    2.4108	 0.4125	   -3.269	 0.630	    2.704	 0.744	18.6614	0.0042	19.2775	0.0308	17.7270	0.0191	       	
0.261522	122.5436284067774	-36.3123019038047	    2.1968	 0.8488	   -2.052	 1.037	    2.193	 1.260	20.3490	0.0073	20.8705	0.1407	19.2529	0.0786	       	
1.170869	122.5436885214805	-37.2475431061265	    3.3986	 1.1408	   -3.012	 2.026	    1.993	 3.909	20.7578	0.0116	21.2821	0.2572	19.5684	0.0658	       	
1.276779	122.5437378715085	-37.3540557723600	    2.5245	 0.3022	   -5.180	 0.511	    9.422	 0.574	17.9086	0.0053	18.3988	0.0244	16.8354	0.0074	       	
1.047905	122.5442512563422	-35.0434303994280	    2.2147	 0.7533	    7.062	 1.208	    4.601	 2.127	19.9500	0.0068	20.5047	0.1194	18.8891	0.0482	       	
1.921956	122.5443424965659	-34.1657753200207	    3.0304	 2.4410	   -2.909	 3.815	  -10.304	 3.721	20.9166	0.0175	21.1750	0.1611	19.9683	0.1432	       	
1.210542	122.5443701230973	-37.2874122162828	    2.5362	 0.5777	   -2.307	 0.790	    8.372	 1.050	20.1240	0.0060	20.5644	0.1102	18.9773	0.0376	       	
0.697999	122.5444436549976	-36.7698203219029	    2.5260	 0.5010	  -13.003	 0.735	   -2.271	 0.867	19.9558	0.0049	21.4404	0.1767	18.5457	0.0386	       	
1.958005	122.5444421306589	-34.1297154358619	    2.4326	 0.8955	   -0.981	 1.209	    3.934	 1.854	20.5417	0.0096	21.0191	0.1002	19.5687	0.0897	       	
1.908420	122.5445323297384	-37.9877276813219	    2.3444	 1.2527	    0.659	 2.163	    4.194	 1.774	20.7942	0.0108	21.5607	0.3397	19.3830	0.0845	       	
0.380364	122.5446986803783	-35.7252181750526	    2.8123	 0.0253	  -21.292	 0.039	    0.741	 0.048	12.9301	0.0003	13.3364	0.0010	12.3769	0.0010	       	
0.896902	122.5446244502166	-35.1957817625368	    2.1323	 0.8633	   -1.581	 1.377	    2.436	 2.315	20.5614	0.0090	21.1810	0.2342	19.5457	0.0770	       	
0.128531	122.5447484340980	-36.0984251397048	    2.8209	 1.5810	   -4.853	 2.600	   -1.664	 3.279	20.7276	0.0133	20.7230	0.2874	19.2488	0.1118	       	
1.470376	122.5447304246990	-37.5483779911924	    2.6772	 0.9948	   -0.731	 1.554	    0.159	 2.346	20.7424	0.0092	20.6222	0.1173	19.7648	0.1938	       	
1.070302	122.5447553995704	-37.1462040072707	    2.2541	 1.4387	    1.047	 2.111	   -1.828	 1.671	20.7979	0.0123	20.8300	0.1832	20.3655	0.1212	       	
0.766655	122.5447972795250	-35.3276295183662	    3.2341	 0.6343	    0.537	 0.934	    3.738	 1.636	19.8535	0.0066	20.6660	0.0674	18.8426	0.0314	       	
0.259232	122.5453330471222	-36.3089160723720	    2.3085	 1.7601	   -3.951	 2.413	    3.749	 2.513	20.9465	0.0143	       	      	       	      	       	
0.798703	122.5455463316170	-35.2952300841272	    3.1813	 1.0506	   -2.428	 1.452	    0.824	 2.558	20.6726	0.0100	20.9906	0.1596	19.7050	0.0881	       	
1.135812	122.5456876937724	-34.9550850481571	    2.1387	 0.1064	  -15.238	 0.171	   14.941	 0.192	17.7758	0.0012	19.1001	0.0249	16.6096	0.0061	       	
1.673678	122.5457317532727	-37.7523117482787	    3.0037	 1.5146	   -2.277	 2.046	    3.697	 2.970	20.8167	0.0132	21.7948	0.2447	19.8423	0.1512	       	
1.168421	122.5457865684739	-34.9222188425050	    3.7187	 1.1529	   -1.722	 1.819	   -0.966	 3.327	20.6069	0.0118	21.0236	0.2148	19.1948	0.0465	       	
1.919282	122.5458964873264	-37.9985621427592	    2.9413	 0.0273	  -13.791	 0.048	    7.699	 0.043	11.8078	0.0002	12.1027	0.0010	11.3600	0.0005	       	
1.083367	122.5459763538997	-35.0078788352799	    2.2903	 0.0398	   -9.407	 0.066	    6.306	 0.077	 9.6732	0.0003	 9.7023	0.0014	 9.6419	0.0010	       	
0.162048	122.5459026452675	-35.9850510731274	    2.3861	 0.1553	   14.875	 0.239	   -3.735	 0.290	18.4026	0.0018	19.7860	0.0403	17.2273	0.0093	       	
1.192559	122.5471950646577	-34.8980685168917	    3.1099	 2.0364	   -1.348	 2.247	    0.525	 4.603	20.8577	0.0148	20.9405	0.3473	19.5416	0.0492	       	
0.796199	122.5474054701939	-36.8691539060708	    2.9367	 1.6370	   -1.111	 2.684	   12.340	 3.627	20.9588	0.0142	20.2436	0.3757	19.5844	0.0737	       	
1.113769	122.5474951661215	-37.1897245780620	    3.3950	 1.2213	   -2.213	 1.658	   -0.496	 1.876	20.6370	0.0117	21.0771	0.2135	19.6538	0.1077	       	
0.366897	122.5475440871796	-35.7404305699199	    3.6086	 1.4844	   -3.959	 3.215	   -1.400	 2.923	20.8304	0.0123	       	      	       	      	       	
1.345817	122.5476669694624	-37.4231006050191	    3.1745	 1.0613	   -5.238	 1.802	    4.821	 2.733	20.7454	0.0101	20.7664	0.3151	20.0095	0.1679	       	
1.644473	122.5477257698900	-37.7229139233365	    2.8151	 0.5085	  -11.884	 0.849	    7.458	 0.798	19.9965	0.0061	20.8641	0.2623	18.8948	0.0568	       	
0.334535	122.5477003976226	-35.7753096855083	    2.7925	 0.5566	   -3.799	 0.741	   -6.680	 2.008	19.8974	0.0117	20.7542	0.1227	18.5500	0.0327	       	
1.226758	122.5478559546850	-37.3033248535413	    3.4466	 0.0301	   -0.084	 0.045	  -14.631	 0.054	 9.8028	0.0004	10.0437	0.0009	 9.4457	0.0013	       	
0.217636	122.5479882970143	-36.2578846974739	    3.0439	 1.3541	    0.372	 1.708	    2.943	 2.939	20.8345	0.0138	20.9306	0.1300	19.6000	0.1282	       	
0.294421	122.5481519021384	-36.3476110298791	    2.2015	 0.0498	  -17.639	 0.078	   15.115	 0.096	16.3213	0.0007	17.2352	0.0049	15.3726	0.0019	       	
1.063731	122.5482098198374	-37.1392847222803	    2.7184	 1.4752	   -4.690	 1.904	    5.917	 2.406	20.7848	0.0117	20.9668	0.1292	19.5977	0.1292	       	
0.448746	122.5484479396271	-36.5128763606641	    3.2457	 1.5412	    0.118	 2.294	    4.603	 3.183	20.8439	0.0140	19.7972	0.1674	19.2920	0.1095	       	
1.193592	122.5487439080534	-37.2698986825955	    2.7191	 1.2102	   -7.097	 1.824	  -12.899	 2.273	20.4866	0.0129	20.3806	0.1169	18.9743	0.0623	       	
0.941121	122.5488498367038	-37.0154867630568	    2.3207	 0.6699	   -4.691	 1.151	   -8.062	 1.507	20.3496	0.0085	       	      	       	      	       	
0.743765	122.5491922838041	-35.3516020247026	    3.3845	 0.3559	  -17.549	 0.527	   33.469	 0.782	19.4633	0.0034	21.0067	0.1692	18.1382	0.0179	       	
1.918255	122.5491049117758	-37.9973417045536	    3.6337	 0.8340	   -0.603	 1.481	    4.190	 1.263	18.3567	0.0045	18.4884	0.0342	16.7837	0.0242	       	
0.137369	122.5495166635743	-36.1239560508033	    3.3694	 0.0304	  -45.028	 0.048	   39.840	 0.054	10.7368	0.0003	11.0745	0.0010	10.2650	0.0005	  68.75	 0.57
0.373322	122.5493269368215	-36.4330129489889	    2.8039	 0.4684	    2.932	 0.692	    4.610	 0.830	19.3101	0.0059	19.7557	0.0714	18.2043	0.0251	       	
1.119074	122.5497136425956	-37.1948577845444	    2.4925	 2.0011	   -6.341	 2.419	   -0.866	 3.329	20.8480	0.0162	20.6962	0.4278	20.0342	0.2060	       	
1.180385	122.5498473024750	-34.9106399524588	    3.2907	 0.0995	  -12.063	 0.159	   20.663	 0.193	17.6248	0.0011	18.8476	0.0163	16.5329	0.0065	       	
1.610370	122.5499213289209	-37.6885126686387	    2.6565	 0.0280	    0.680	 0.045	   -2.636	 0.050	15.1843	0.0005	15.9297	0.0021	14.3517	0.0012	       	
1.898266	122.5500174260947	-34.1899124360165	    2.3258	 0.0679	   -7.307	 0.099	    7.031	 0.127	16.7899	0.0012	18.1629	0.0160	15.6065	0.0048	       	
0.759542	122.5501876882903	-36.8315140834084	    2.2139	 0.7834	    1.123	 1.123	   -3.724	 2.128	20.5910	0.0098	21.2601	0.1942	19.4538	0.0901	       	
1.425279	122.5505256119799	-34.6644683372666	    2.3943	 0.0765	   -7.430	 0.115	    7.342	 0.136	16.7188	0.0011	18.1558	0.0143	15.5316	0.0024	       	
0.967384	122.5504965300944	-37.0418549625009	    3.2588	 0.5167	    0.066	 0.855	    0.556	 0.964	17.0288	0.0036	17.4170	0.0050	16.3112	0.0044	       	
1.176906	122.5506268425522	-34.9141171755496	    2.5987	 0.0780	   -9.745	 0.127	   -1.986	 0.146	17.1042	0.0008	18.3802	0.0137	15.9819	0.0045	       	
